review_id,order_id,review_score,review_comment
R000772,O001118,3,"Product is okay."
R000773,O001120,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000774,O001121,4,"Good quality overall."
R000775,O001123,5,"দ্রুত ডেলিভারি মান ভালো।"
R000776,O001124,5,"Excellent product, very happy with the purchase."
R000777,O001126,1,"খুবই খারাপ অভিজ্ঞতা।"
R000778,O001127,3,"মোটামুটি পণ্য।"
R000779,O001128,4,"Satisfied with the product."
R000780,O001130,4,"Decent product for the price."
R000781,O001131,5,"Highly recommend to everyone."
R000782,O001133,5,"প্যাকেজিং চমৎকার ছিল।"
R000783,O001134,2,"ডেলিভারি দেরিতে হয়েছে।"
R000784,O001136,3,"Average quality, expected better."
R000785,O001137,4,"ডেলিভারি সময়মতো হয়েছে।"
R000786,O001139,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000787,O001140,5,"Excellent product! Very happy with the purchase."
R000788,O001142,5,"দ্রুত ডেলিভারি মান ভালো।"
R000789,O001143,2,"পণ্যের মান আশানুরূপ নয়।"
R000790,O001144,3,"কোনো বিশেষ মন্তব্য নেই।"
R000791,O001146,4,"Good quality overall."
R000792,O001147,4,"Satisfied with the product."
R000793,O001149,5,"Excellent product, very happy with the purchase."
R000794,O001150,5,"Highly recommend to everyone."
R000795,O001152,2,"Not satisfied with the quality."
R000796,O001153,3,"Product is okay."
R000797,O001155,4,"Decent product for the price."
R000798,O001156,4,"ডেলিভারি সময়মতো হয়েছে।"
R000799,O001157,5,"প্যাকেজিং চমৎকার ছিল।"
R000800,O001159,1,"Very disappointed."
R000801,O001160,2,"ডেলিভারি দেরিতে হয়েছে।"
R000802,O001162,3,"মোটামুটি পণ্য।"
R000803,O001163,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000804,O001165,4,"Good quality overall."
R000805,O001166,5,"Excellent product! Very happy with the purchase."
R000806,O001168,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R000807,O001169,2,"পণ্যের মান আশানুরূপ নয়।"
R000808,O001171,3,"Average quality, expected better."
R000809,O001172,4,"Satisfied with the product."
R000810,O001173,5,"দ্রুত ডেলিভারি মান ভালো।"
R000811,O001175,5,"Excellent product, very happy with the purchase."
R000812,O001176,1,"খুবই খারাপ অভিজ্ঞতা।"
R000813,O001178,3,"কোনো বিশেষ মন্তব্য নেই।"
R000814,O001179,3,"Product is okay."
R000815,O001181,4,"Decent product for the price."
R000816,O001182,5,"Highly recommend to everyone."
R000817,O001184,5,"প্যাকেজিং চমৎকার ছিল।"
R000818,O001185,1,"Very disappointed."
R000819,O001186,3,"মোটামুটি পণ্য।"
R000820,O001188,4,"ডেলিভারি সময়মতো হয়েছে।"
R000821,O001189,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000822,O001191,5,"Excellent product! Very happy with the purchase."
R000823,O001192,5,"দ্রুত ডেলিভারি মান ভালো।"
R000824,O001194,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R000825,O001195,3,"Average quality, expected better."
R000826,O001197,4,"Good quality overall."
R000827,O001198,4,"Satisfied with the product."
R000828,O001200,5,"Excellent product, very happy with the purchase."
R000829,O001201,5,"Highly recommend to everyone."
R000830,O001202,2,"Not satisfied with the quality."
R000831,O001204,3,"কোনো বিশেষ মন্তব্য নেই।"
R000832,O001205,4,"Decent product for the price."
R000833,O001207,4,"ডেলিভারি সময়মতো হয়েছে।"
R000834,O001208,5,"প্যাকেজিং চমৎকার ছিল।"
R000835,O001210,5,"Excellent product! Very happy with the purchase."
R000836,O001211,2,"ডেলিভারি দেরিতে হয়েছে।"
R000837,O001213,3,"Product is okay."
R000838,O001214,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000839,O001215,4,"Good quality overall."
R000840,O001217,5,"দ্রুত ডেলিভারি মান ভালো।"
R000841,O001218,5,"Excellent product, very happy with the purchase."
R000842,O001220,2,"পণ্যের মান আশানুরূপ নয়।"
R000843,O001221,3,"মোটামুটি পণ্য।"
R000844,O001223,4,"Satisfied with the product."
R000845,O001224,4,"Decent product for the price."
R000846,O001226,5,"Highly recommend to everyone."
R000847,O001227,5,"প্যাকেজিং চমৎকার ছিল।"
R000848,O001228,2,"Not satisfied with the quality."
R000849,O001230,3,"Average quality, expected better."
R000850,O001231,4,"ডেলিভারি সময়মতো হয়েছে।"
R000851,O001233,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000852,O001234,5,"Excellent product! Very happy with the purchase."
R000853,O001236,1,"খুবই খারাপ অভিজ্ঞতা।"
R000854,O001237,2,"ডেলিভারি দেরিতে হয়েছে।"
R000855,O001239,3,"কোনো বিশেষ মন্তব্য নেই।"
R000856,O001240,4,"Good quality overall."
R000857,O001242,4,"Satisfied with the product."
R000858,O001243,5,"দ্রুত ডেলিভারি মান ভালো।"
R000859,O001244,1,"Very disappointed."
R000860,O001246,3,"Product is okay."
R000861,O001247,3,"মোটামুটি পণ্য।"
R000862,O001249,4,"Decent product for the price."
R000863,O001250,5,"Excellent product, very happy with the purchase."
R000864,O001252,5,"Highly recommend to everyone."
R000865,O001253,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R000866,O001255,3,"Average quality, expected better."
R000867,O001256,3,"কোনো বিশেষ মন্তব্য নেই।"
R000868,O001257,4,"ডেলিভারি সময়মতো হয়েছে।"
R000869,O001259,5,"প্যাকেজিং চমৎকার ছিল।"
R000870,O001260,5,"Excellent product! Very happy with the purchase."
R000871,O001262,1,"খুবই খারাপ অভিজ্ঞতা।"
R000872,O001263,3,"Product is okay."
R000873,O001265,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000874,O001266,4,"Good quality overall."
R000875,O001268,5,"দ্রুত ডেলিভারি মান ভালো।"
R000876,O001269,5,"Excellent product, very happy with the purchase."
R000877,O001271,1,"Very disappointed."
R000878,O001272,3,"মোটামুটি পণ্য।"
R000879,O001273,4,"Satisfied with the product."
R000880,O001275,4,"Decent product for the price."
R000881,O001276,5,"Highly recommend to everyone."
R000882,O001278,5,"প্যাকেজিং চমৎকার ছিল।"
R000883,O001279,2,"পণ্যের মান আশানুরূপ নয়।"
R000884,O001281,3,"Average quality, expected better."
R000885,O001282,4,"ডেলিভারি সময়মতো হয়েছে।"
R000886,O001284,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000887,O001285,5,"Excellent product! Very happy with the purchase."
R000888,O001286,5,"দ্রুত ডেলিভারি মান ভালো।"
R000889,O001288,2,"Not satisfied with the quality."
R000890,O001289,3,"কোনো বিশেষ মন্তব্য নেই।"
R000891,O001291,4,"Good quality overall."
R000892,O001292,4,"Satisfied with the product."
R000893,O001294,5,"Excellent product, very happy with the purchase."
R000894,O001295,5,"Highly recommend to everyone."
R000895,O001297,2,"ডেলিভারি দেরিতে হয়েছে।"
R000896,O001298,3,"Product is okay."
R000897,O001300,4,"Decent product for the price."
R000898,O001301,4,"ডেলিভারি সময়মতো হয়েছে।"
R000899,O001302,5,"প্যাকেজিং চমৎকার ছিল।"
R000900,O001304,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R000901,O001305,2,"পণ্যের মান আশানুরূপ নয়।"
R000902,O001307,3,"মোটামুটি পণ্য।"
R000903,O001308,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000904,O001310,4,"Good quality overall."
R000905,O001311,5,"Excellent product! Very happy with the purchase."
R000906,O001313,1,"খুবই খারাপ অভিজ্ঞতা।"
R000907,O001314,2,"Not satisfied with the quality."
R000908,O001315,3,"Average quality, expected better."
R000909,O001317,4,"Satisfied with the product."
R000910,O001318,5,"দ্রুত ডেলিভারি মান ভালো।"
R000911,O001320,5,"Excellent product, very happy with the purchase."
R000912,O001321,1,"Very disappointed."
R000913,O001323,3,"কোনো বিশেষ মন্তব্য নেই।"
R000914,O001324,3,"Product is okay."
R000915,O001326,4,"Decent product for the price."
R000916,O001327,5,"Highly recommend to everyone."
R000917,O001328,5,"প্যাকেজিং চমৎকার ছিল।"
R000918,O001330,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R000919,O001331,3,"মোটামুটি পণ্য।"
R000920,O001333,4,"ডেলিভারি সময়মতো হয়েছে।"
R000921,O001334,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000922,O001336,5,"Excellent product! Very happy with the purchase."
R000923,O001337,5,"দ্রুত ডেলিভারি মান ভালো।"
R000924,O001339,1,"খুবই খারাপ অভিজ্ঞতা।"
R000925,O001340,3,"Average quality, expected better."
R000926,O001342,4,"Good quality overall."
R000927,O001343,4,"Satisfied with the product."
R000928,O001344,5,"Excellent product, very happy with the purchase."
R000929,O001346,5,"Highly recommend to everyone."
R000930,O001347,2,"ডেলিভারি দেরিতে হয়েছে।"
R000931,O001349,3,"কোনো বিশেষ মন্তব্য নেই।"
R000932,O001350,4,"Decent product for the price."
R000933,O001352,4,"ডেলিভারি সময়মতো হয়েছে।"
R000934,O001353,5,"প্যাকেজিং চমৎকার ছিল।"
R000935,O001355,5,"Excellent product! Very happy with the purchase."
R000936,O001356,2,"পণ্যের মান আশানুরূপ নয়।"
R000937,O001357,3,"Product is okay."
R000938,O001359,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000939,O001360,4,"Good quality overall."
R000940,O001362,5,"দ্রুত ডেলিভারি মান ভালো।"
R000941,O001363,5,"Excellent product, very happy with the purchase."
R000942,O001365,2,"Not satisfied with the quality."
R000943,O001366,3,"মোটামুটি পণ্য।"
R000944,O001368,4,"Satisfied with the product."
R000945,O001369,4,"Decent product for the price."
R000946,O001371,5,"Highly recommend to everyone."
R000947,O001372,5,"প্যাকেজিং চমৎকার ছিল।"
R000948,O001373,2,"ডেলিভারি দেরিতে হয়েছে।"
R000949,O001375,3,"Average quality, expected better."
R000950,O001376,4,"ডেলিভারি সময়মতো হয়েছে।"
R000951,O001378,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000952,O001379,5,"Excellent product! Very happy with the purchase."
R000953,O001381,1,"Very disappointed."
R000954,O001382,2,"পণ্যের মান আশানুরূপ নয়।"
R000955,O001384,3,"কোনো বিশেষ মন্তব্য নেই।"
R000956,O001385,4,"Good quality overall."
R000957,O001386,4,"Satisfied with the product."
R000958,O001388,5,"দ্রুত ডেলিভারি মান ভালো।"
R000959,O001389,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R000960,O001391,3,"Product is okay."
R000961,O001392,3,"মোটামুটি পণ্য।"
R000962,O001394,4,"Decent product for the price."
R000963,O001395,5,"Excellent product, very happy with the purchase."
R000964,O001397,5,"Highly recommend to everyone."
R000965,O001398,1,"খুবই খারাপ অভিজ্ঞতা।"
R000966,O001400,3,"Average quality, expected better."
R000967,O001401,3,"কোনো বিশেষ মন্তব্য নেই।"
R000968,O001402,4,"ডেলিভারি সময়মতো হয়েছে।"
R000969,O001404,5,"প্যাকেজিং চমৎকার ছিল।"
R000970,O001405,5,"Excellent product! Very happy with the purchase."
R000971,O001407,1,"Very disappointed."
R000972,O001408,3,"Product is okay."
R000973,O001410,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000974,O001411,4,"Good quality overall."
R000975,O001413,5,"দ্রুত ডেলিভারি মান ভালো।"
R000976,O001414,5,"Excellent product, very happy with the purchase."
R000977,O001415,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R000978,O001417,3,"মোটামুটি পণ্য।"
R000979,O001418,4,"Satisfied with the product."
R000980,O001420,4,"Decent product for the price."
R000981,O001421,5,"Highly recommend to everyone."
R000982,O001423,5,"প্যাকেজিং চমৎকার ছিল।"
R000983,O001424,2,"Not satisfied with the quality."
R000984,O001426,3,"Average quality, expected better."
R000985,O001427,4,"ডেলিভারি সময়মতো হয়েছে।"
R000986,O001428,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000987,O001430,5,"Excellent product! Very happy with the purchase."
R000988,O001431,5,"দ্রুত ডেলিভারি মান ভালো।"
R000989,O001433,2,"ডেলিভারি দেরিতে হয়েছে।"
R000990,O001434,3,"কোনো বিশেষ মন্তব্য নেই।"
R000991,O001436,4,"Good quality overall."
R000992,O001437,4,"Satisfied with the product."
R000993,O001439,5,"Excellent product, very happy with the purchase."
R000994,O001440,5,"Highly recommend to everyone."
R000995,O001442,2,"পণ্যের মান আশানুরূপ নয়।"
R000996,O001443,3,"Product is okay."
R000997,O001444,4,"Decent product for the price."
R000998,O001446,4,"ডেলিভারি সময়মতো হয়েছে।"
R000999,O001447,5,"প্যাকেজিং চমৎকার ছিল।"
R001000,O001449,1,"খুবই খারাপ অভিজ্ঞতা।"
R001001,O001450,2,"Not satisfied with the quality."
R001002,O001452,3,"মোটামুটি পণ্য।"
R001003,O001453,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001004,O001455,4,"Good quality overall."
R001005,O001456,5,"Excellent product! Very happy with the purchase."
R001006,O001457,1,"Very disappointed."
R001007,O001459,2,"ডেলিভারি দেরিতে হয়েছে।"
R001008,O001460,3,"Average quality, expected better."
R001009,O001462,4,"Satisfied with the product."
R001010,O001463,5,"দ্রুত ডেলিভারি মান ভালো।"
R001011,O001465,5,"Excellent product, very happy with the purchase."
R001012,O001466,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001013,O001468,3,"কোনো বিশেষ মন্তব্য নেই।"
R001014,O001469,3,"Product is okay."
R001015,O001471,4,"Decent product for the price."
R001016,O001472,5,"Highly recommend to everyone."
R001017,O001473,5,"প্যাকেজিং চমৎকার ছিল।"
R001018,O001475,1,"খুবই খারাপ অভিজ্ঞতা।"
R001019,O001476,3,"মোটামুটি পণ্য।"
R001020,O001478,4,"ডেলিভারি সময়মতো হয়েছে।"
R001021,O001479,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001022,O001481,5,"Excellent product! Very happy with the purchase."
R001023,O001482,5,"দ্রুত ডেলিভারি মান ভালো।"
R001024,O001484,1,"Very disappointed."
R001025,O001485,3,"Average quality, expected better."
R001026,O001486,4,"Good quality overall."
R001027,O001488,4,"Satisfied with the product."
R001028,O001489,5,"Excellent product, very happy with the purchase."
R001029,O001491,5,"Highly recommend to everyone."
R001030,O001492,2,"পণ্যের মান আশানুরূপ নয়।"
R001031,O001494,3,"কোনো বিশেষ মন্তব্য নেই।"
R001032,O001495,4,"Decent product for the price."
R001033,O001497,4,"ডেলিভারি সময়মতো হয়েছে।"
R001034,O001498,5,"প্যাকেজিং চমৎকার ছিল।"
R001035,O001500,5,"Excellent product! Very happy with the purchase."
R001036,O001501,2,"Not satisfied with the quality."
R001037,O001502,3,"Product is okay."
R001038,O001504,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001039,O001505,4,"Good quality overall."
R001040,O001507,5,"দ্রুত ডেলিভারি মান ভালো।"
R001041,O001508,5,"Excellent product, very happy with the purchase."
R001042,O001510,2,"ডেলিভারি দেরিতে হয়েছে।"
R001043,O001511,3,"মোটামুটি পণ্য।"
R001044,O001513,4,"Satisfied with the product."
R001045,O001514,4,"Decent product for the price."
R001046,O001515,5,"Highly recommend to everyone."
R001047,O001517,5,"প্যাকেজিং চমৎকার ছিল।"
R001048,O001518,2,"পণ্যের মান আশানুরূপ নয়।"
R001049,O001520,3,"Average quality, expected better."
R001050,O001521,4,"ডেলিভারি সময়মতো হয়েছে।"
R001051,O001523,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001052,O001524,5,"Excellent product! Very happy with the purchase."
R001053,O001526,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001054,O001527,2,"Not satisfied with the quality."
R001055,O001528,3,"কোনো বিশেষ মন্তব্য নেই।"
R001056,O001530,4,"Good quality overall."
R001057,O001531,4,"Satisfied with the product."
R001058,O001533,5,"দ্রুত ডেলিভারি মান ভালো।"
R001059,O001534,1,"খুবই খারাপ অভিজ্ঞতা।"
R001060,O001536,3,"Product is okay."
R001061,O001537,3,"মোটামুটি পণ্য।"
R001062,O001539,4,"Decent product for the price."
R001063,O001540,5,"Excellent product, very happy with the purchase."
R001064,O001542,5,"Highly recommend to everyone."
R001065,O001543,1,"Very disappointed."
R001066,O001544,3,"Average quality, expected better."
R001067,O001546,3,"কোনো বিশেষ মন্তব্য নেই।"
R001068,O001547,4,"ডেলিভারি সময়মতো হয়েছে।"
R001069,O001549,5,"প্যাকেজিং চমৎকার ছিল।"
R001070,O001550,5,"Excellent product! Very happy with the purchase."
R001071,O001552,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001072,O001553,3,"Product is okay."
R001073,O001555,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001074,O001556,4,"Good quality overall."
R001075,O001557,5,"দ্রুত ডেলিভারি মান ভালো।"
R001076,O001559,5,"Excellent product, very happy with the purchase."
R001077,O001560,1,"খুবই খারাপ অভিজ্ঞতা।"
R001078,O001562,3,"মোটামুটি পণ্য।"
R001079,O001563,4,"Satisfied with the product."
R001080,O001565,4,"Decent product for the price."
R001081,O001566,5,"Highly recommend to everyone."
R001082,O001568,5,"প্যাকেজিং চমৎকার ছিল।"
R001083,O001569,2,"ডেলিভারি দেরিতে হয়েছে।"
R001084,O001571,3,"Average quality, expected better."
R001085,O001572,4,"ডেলিভারি সময়মতো হয়েছে।"
R001086,O001573,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001087,O001575,5,"Excellent product! Very happy with the purchase."
R001088,O001576,5,"দ্রুত ডেলিভারি মান ভালো।"
R001089,O001578,2,"পণ্যের মান আশানুরূপ নয়।"
R001090,O001579,3,"কোনো বিশেষ মন্তব্য নেই।"
R001091,O001581,4,"Good quality overall."
R001092,O001582,4,"Satisfied with the product."
R001093,O001584,5,"Excellent product, very happy with the purchase."
R001094,O001585,5,"Highly recommend to everyone."
R001095,O001586,2,"Not satisfied with the quality."
R001096,O001588,3,"Product is okay."
R001097,O001589,4,"Decent product for the price."
R001098,O001591,4,"ডেলিভারি সময়মতো হয়েছে।"
R001099,O001592,5,"প্যাকেজিং চমৎকার ছিল।"
R001100,O001594,1,"Very disappointed."
R001101,O001595,2,"ডেলিভারি দেরিতে হয়েছে।"
R001102,O001597,3,"মোটামুটি পণ্য।"
R001103,O001598,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001104,O001600,4,"Good quality overall."
R001105,O001601,5,"Excellent product! Very happy with the purchase."
R001106,O001602,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001107,O001604,2,"পণ্যের মান আশানুরূপ নয়।"
R001108,O001605,3,"Average quality, expected better."
R001109,O001607,4,"Satisfied with the product."
R001110,O001608,5,"দ্রুত ডেলিভারি মান ভালো।"
R001111,O001610,5,"Excellent product, very happy with the purchase."
R001112,O001611,1,"খুবই খারাপ অভিজ্ঞতা।"
R001113,O001613,3,"কোনো বিশেষ মন্তব্য নেই।"
R001114,O001614,3,"Product is okay."
R001115,O001615,4,"Decent product for the price."
R001116,O001617,5,"Highly recommend to everyone."
R001117,O001618,5,"প্যাকেজিং চমৎকার ছিল।"
R001118,O001620,1,"Very disappointed."
R001119,O001621,3,"মোটামুটি পণ্য।"
R001120,O001623,4,"ডেলিভারি সময়মতো হয়েছে।"
R001121,O001624,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001122,O001626,5,"Excellent product! Very happy with the purchase."
R001123,O001627,5,"দ্রুত ডেলিভারি মান ভালো।"
R001124,O001628,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001125,O001630,3,"Average quality, expected better."
R001126,O001631,4,"Good quality overall."
R001127,O001633,4,"Satisfied with the product."
R001128,O001634,5,"Excellent product, very happy with the purchase."
R001129,O001636,5,"Highly recommend to everyone."
R001130,O001637,2,"Not satisfied with the quality."
R001131,O001639,3,"কোনো বিশেষ মন্তব্য নেই।"
R001132,O001640,4,"Decent product for the price."
R001133,O001642,4,"ডেলিভারি সময়মতো হয়েছে।"
R001134,O001643,5,"প্যাকেজিং চমৎকার ছিল।"
R001135,O001644,5,"Excellent product! Very happy with the purchase."
R001136,O001646,2,"ডেলিভারি দেরিতে হয়েছে।"
R001137,O001647,3,"Product is okay."
R001138,O001649,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001139,O001650,4,"Good quality overall."
R001140,O001652,5,"দ্রুত ডেলিভারি মান ভালো।"
R001141,O001653,5,"Excellent product, very happy with the purchase."
R001142,O001655,2,"পণ্যের মান আশানুরূপ নয়।"
R001143,O001656,3,"মোটামুটি পণ্য।"
R001144,O001657,4,"Satisfied with the product."
R001145,O001659,4,"Decent product for the price."
R001146,O001660,5,"Highly recommend to everyone."
R001147,O001662,5,"প্যাকেজিং চমৎকার ছিল।"
R001148,O001663,2,"Not satisfied with the quality."
R001149,O001665,3,"Average quality, expected better."
R001150,O001666,4,"ডেলিভারি সময়মতো হয়েছে।"
R001151,O001668,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001152,O001669,5,"Excellent product! Very happy with the purchase."
R001153,O001671,1,"খুবই খারাপ অভিজ্ঞতা।"
R001154,O001672,2,"ডেলিভারি দেরিতে হয়েছে।"
R001155,O001673,3,"কোনো বিশেষ মন্তব্য নেই।"
R001156,O001675,4,"Good quality overall."
R001157,O001676,4,"Satisfied with the product."
R001158,O001678,5,"দ্রুত ডেলিভারি মান ভালো।"
R001159,O001679,1,"Very disappointed."
R001160,O001681,3,"Product is okay."
R001161,O001682,3,"মোটামুটি পণ্য।"
R001162,O001684,4,"Decent product for the price."
R001163,O001685,5,"Excellent product, very happy with the purchase."
R001164,O001686,5,"Highly recommend to everyone."
R001165,O001688,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001166,O001689,3,"Average quality, expected better."
R001167,O001691,3,"কোনো বিশেষ মন্তব্য নেই।"
R001168,O001692,4,"ডেলিভারি সময়মতো হয়েছে।"
R001169,O001694,5,"প্যাকেজিং চমৎকার ছিল।"
R001170,O001695,5,"Excellent product! Very happy with the purchase."
R001171,O001697,1,"খুবই খারাপ অভিজ্ঞতা।"
R001172,O001698,3,"Product is okay."
R001173,O001700,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001174,O001701,4,"Good quality overall."
R001175,O001702,5,"দ্রুত ডেলিভারি মান ভালো।"
R001176,O001704,5,"Excellent product, very happy with the purchase."
R001177,O001705,1,"Very disappointed."
R001178,O001707,3,"মোটামুটি পণ্য।"
R001179,O001708,4,"Satisfied with the product."
R001180,O001710,4,"Decent product for the price."
R001181,O001711,5,"Highly recommend to everyone."
R001182,O001713,5,"প্যাকেজিং চমৎকার ছিল।"
R001183,O001714,2,"পণ্যের মান আশানুরূপ নয়।"
R001184,O001715,3,"Average quality, expected better."
R001185,O001717,4,"ডেলিভারি সময়মতো হয়েছে।"
R001186,O001718,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001187,O001720,5,"Excellent product! Very happy with the purchase."
R001188,O001721,5,"দ্রুত ডেলিভারি মান ভালো।"
R001189,O001723,2,"Not satisfied with the quality."
R001190,O001724,3,"কোনো বিশেষ মন্তব্য নেই।"
R001191,O001726,4,"Good quality overall."
R001192,O001727,4,"Satisfied with the product."
R001193,O001728,5,"Excellent product, very happy with the purchase."
R001194,O001730,5,"Highly recommend to everyone."
R001195,O001731,2,"ডেলিভারি দেরিতে হয়েছে।"
R001196,O001733,3,"Product is okay."
R001197,O001734,4,"Decent product for the price."
R001198,O001736,4,"ডেলিভারি সময়মতো হয়েছে।"
R001199,O001737,5,"প্যাকেজিং চমৎকার ছিল।"
R001200,O001739,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001201,O001740,2,"পণ্যের মান আশানুরূপ নয়।"
R001202,O001742,3,"মোটামুটি পণ্য।"
R001203,O001743,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001204,O001744,4,"Good quality overall."
R001205,O001746,5,"Excellent product! Very happy with the purchase."
R001206,O001747,1,"খুবই খারাপ অভিজ্ঞতা।"
R001207,O001749,2,"Not satisfied with the quality."
R001208,O001750,3,"Average quality, expected better."
R001209,O001752,4,"Satisfied with the product."
R001210,O001753,5,"দ্রুত ডেলিভারি মান ভালো।"
R001211,O001755,5,"Excellent product, very happy with the purchase."
R001212,O001756,1,"Very disappointed."
R001213,O001757,3,"কোনো বিশেষ মন্তব্য নেই।"
R001214,O001759,3,"Product is okay."
R001215,O001760,4,"Decent product for the price."
R001216,O001762,5,"Highly recommend to everyone."
R001217,O001763,5,"প্যাকেজিং চমৎকার ছিল।"
R001218,O001765,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001219,O001766,3,"মোটামুটি পণ্য।"
R001220,O001768,4,"ডেলিভারি সময়মতো হয়েছে।"
R001221,O001769,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001222,O001771,5,"Excellent product! Very happy with the purchase."
R001223,O001772,5,"দ্রুত ডেলিভারি মান ভালো।"
R001224,O001773,1,"খুবই খারাপ অভিজ্ঞতা।"
R001225,O001775,3,"Average quality, expected better."
R001226,O001776,4,"Good quality overall."
R001227,O001778,4,"Satisfied with the product."
R001228,O001779,5,"Excellent product, very happy with the purchase."
R001229,O001781,5,"Highly recommend to everyone."
R001230,O001782,2,"ডেলিভারি দেরিতে হয়েছে।"
R001231,O001784,3,"কোনো বিশেষ মন্তব্য নেই।"
R001232,O001785,4,"Decent product for the price."
R001233,O001786,4,"ডেলিভারি সময়মতো হয়েছে।"
R001234,O001788,5,"প্যাকেজিং চমৎকার ছিল।"
R001235,O001789,5,"Excellent product! Very happy with the purchase."
R001236,O001791,2,"পণ্যের মান আশানুরূপ নয়।"
R001237,O001792,3,"Product is okay."
R001238,O001794,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001239,O001795,4,"Good quality overall."
R001240,O001797,5,"দ্রুত ডেলিভারি মান ভালো।"
R001241,O001798,5,"Excellent product, very happy with the purchase."
R001242,O001800,2,"Not satisfied with the quality."
R001243,O001801,3,"মোটামুটি পণ্য।"
R001244,O001802,4,"Satisfied with the product."
R001245,O001804,4,"Decent product for the price."
R001246,O001805,5,"Highly recommend to everyone."
R001247,O001807,5,"প্যাকেজিং চমৎকার ছিল।"
R001248,O001808,2,"ডেলিভারি দেরিতে হয়েছে।"
R001249,O001810,3,"Average quality, expected better."
R001250,O001811,4,"ডেলিভারি সময়মতো হয়েছে।"
R001251,O001813,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001252,O001814,5,"Excellent product! Very happy with the purchase."
R001253,O001815,1,"Very disappointed."
R001254,O001817,2,"পণ্যের মান আশানুরূপ নয়।"
R001255,O001818,3,"কোনো বিশেষ মন্তব্য নেই।"
R001256,O001820,4,"Good quality overall."
R001257,O001821,4,"Satisfied with the product."
R001258,O001823,5,"দ্রুত ডেলিভারি মান ভালো।"
